LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE
73308485,10/31/24,,9 Residential Ln U:9,3,,,320000,330000,330000,1272,,11/15/24,11/2/24
73308484,10/31/24,2,5 Benham St,5,,,640000,660000,660000,2847,,12/29/24,12/15/24
73308482,10/31/24,,45D Nightingale St U:D,4,,,630000,625000,625000,2052,,12/26/24,12/16/24
73308479,10/31/24,,35 Pine Grove Drive U:35,2,,,349900,349900,349900,1416,,11/28/24,11/14/24
73308478,10/31/24,,8 Keddy Street,3,,,450000,439900,439900,1608,,11/19/24,11/5/24
73308473,10/31/24,,9 3Rd Ave,3,,Per Board of Ed,309000,309000,329000,1038,,11/27/24,11/12/24
73308470,10/31/24,,16 Park Street,4,,Algonquin Reg,705000,695000,695000,2423,,11/15/24,11/5/24
73308469,10/31/24,,136 Highland St,3,,,515000,529900,529900,2220,,12/5/24,11/22/24
73308468,10/30/24,2,42 Brown St,8,,Taconic,120000,139900,139900,3696,,12/11/24,12/11/24
73308465,10/31/24,,97 Fellsmere Street,3,,English,612000,599900,599900,1835,,11/18/24,11/3/24
73308463,10/31/24,3,65 Clifford St,5,,,905000,829000,829000,2497,,11/14/24,11/4/24
73308461,10/30/24,2,12 Scammell Ave,6,,Taconic,70000,99900,99900,2736,,11/27/24,11/27/24
73308460,10/31/24,,3 Bennett St,4,,,550000,549900,549900,2034,,11/5/24,11/5/24
73308457,10/31/24,,15 Frank St U:1,1,,,209900,209900,209900,588,,11/7/24,11/2/24
73308453,10/31/24,,17 Arvilla St,2,,,245000,275000,275000,864,,12/16/24,12/2/24
73308451,10/31/24,,418 Common St,4,,Belmont High,1565000,1495000,1495000,2746,Cushing Square,11/14/24,11/7/24
73308450,10/31/24,,5 Pleasantview Ave,5,,LHS,362450,374900,424900,2248,,12/23/24,12/23/24
73308447,10/31/24,,47 Elm Street,3,,,1750000,1750000,1850000,2049,,11/30/24,11/17/24
73308444,10/31/24,,26 Digby Ave,3,,,500000,499000,549000,1526,,11/28/24,11/15/24
73308442,10/31/24,,105 Staples Shore Rd,2,,Apponequet Reg,575000,644900,644900,1096,,11/23/24,11/23/24
73308439,10/31/24,,11 Spring Hill Ter,4,,,1100000,1150000,1150000,1757,Spring Hill,12/10/24,11/26/24
73308438,10/31/24,,27 Lovers Ln,3,,,530000,550000,568000,2288,,12/1/24,12/1/24
73308434,10/31/24,,15 Cedar St U:29,1,,,360000,385000,385000,879,,11/14/24,11/1/24
73308433,11/5/24,,92 Timberlane Drive,2,,,508000,500000,500000,1200,,11/11/24,11/11/24
73308419,10/31/24,,255 Walnut Street U:C,4,,BHS,1325000,1350000,1350000,2533,,11/19/24,11/19/24
73308416,10/31/24,,39 Range Rd,4,,Henderson,730000,725000,725000,1640,,11/12/24,11/12/24
73308413,10/31/24,,81 Old Deerfield Rd,3,,,390000,369999,369999,1904,,11/12/24,11/12/24
73308412,10/31/24,,131 Mccarthy Ave,3,,,287500,275000,275000,1050,,11/20/24,11/3/24
73308411,10/31/24,,31 Copper Lantern Dr,3,,South High Sch,629000,629000,629000,1632,Sandy Pines,11/19/24,11/5/24
73308410,10/31/24,,18 Osgood St,3,,,374900,374900,374900,1277,,12/25/24,12/11/24
73308408,10/31/24,,183 Maverick Street U:3,2,,,525000,525000,525000,650,,11/21/24,11/7/24
73308405,10/31/24,,4 summit terrace,2,,,315000,300000,300000,1000,,11/14/24,11/4/24
73308403,10/31/24,,87 Rose Hill Way,3,,W.H.S.,1028000,979900,979900,2418,Warrendale,11/5/24,11/5/24
73308400,10/31/24,,150 Hibiscus Ave,3,,WHS,510000,519900,534900,1012,Idlewell,12/3/24,12/3/24
73308398,10/31/24,,62 Gregory Rd,3,,Framingham,615000,629000,629000,1455,,11/5/24,11/5/24
73308391,10/31/24,,22 conant,3,,,670000,669999,669999,2000,,12/20/24,12/6/24
73308388,10/31/24,,6 Standish Street U:1,2,,CRLS,765000,769000,779000,855,,12/7/24,11/24/24
73308387,10/31/24,,8A Mayberry Drive U:2,1,,,240000,230000,230000,691,,11/20/24,11/6/24
73308386,10/31/24,,200 Kates Path U:200,2,,,620000,620000,620000,1154,,12/10/24,11/9/24
73308385,10/22/24,,1 Edward Rd,3,,,783000,725000,725000,1686,,11/13/24,10/27/24
73308382,10/31/24,,30 Hidden Road,2,,,480000,480000,480000,1842,,11/19/24,11/13/24
73308380,10/31/24,,158 Newman Ave,3,,,430000,349900,349900,1330,,11/21/24,11/7/24
73308378,10/31/24,,12A Palmer St U:A,3,,AHS/Minuteman,955000,949000,949000,1824,,11/4/24,11/4/24
73308377,11/6/24,,66 Cochrane Street,3,,MHS,1205000,989900,989900,2307,,11/12/24,11/12/24
73308376,10/31/24,,60 Wendell Street U:2,2,,CRLS,815000,769000,769000,951,,11/4/24,11/4/24
73308375,10/31/24,,37 Hetty Green Drive U:37,3,,,1400000,1495000,1495000,2901,,11/29/24,11/29/24
73308374,10/31/24,,40 Pennfield Rd,4,,Scituate High,818000,799900,799900,2112,,11/14/24,11/4/24
73308372,10/31/24,2,22 Pleasant St,5,,,205000,225000,225000,2070,,11/25/24,11/12/24
73308370,10/31/24,,30 Dunbarton Rd,5,,Belmont,3030000,3100000,3100000,3630,,12/30/24,12/20/24
73308369,10/31/24,3,20 S Main Street,8,,Oakmont,467500,485000,485000,2637,,12/5/24,11/20/24
73308367,10/31/24,,5 Winthrop Ave,4,,Marblehead HS,675000,719000,749000,1974,,12/24/24,12/8/24
73308359,10/31/24,,248 Old Westford Rd,3,,Chelmsford High,680000,649900,649900,1934,,11/14/24,11/5/24
73308354,10/31/24,2,246 Beacon Street,2,,,280000,299000,329000,1082,,11/21/24,11/21/24
73308353,10/31/24,,320 Newbury St U:105,3,,Danvers High,530000,499000,499000,1662,,11/5/24,11/5/24
73308342,10/31/24,,55 Fourth Street,2,,,410000,399900,399900,1200,,11/29/24,11/16/24
73308340,10/31/24,,85 Ripley Ave,4,,Marlboro/AMSA,675000,675000,699900,2144,Glenn St. Neighborhood,12/13/24,12/10/24
73308339,10/31/24,,101 Crane Rd,3,,,400000,398000,398000,1056,,11/18/24,11/4/24
73308338,10/31/24,,51 Kenney Road,3,,MASCO High,770000,715000,715000,2053,,11/5/24,11/5/24
73308329,10/31/24,,38 Mohawk Drive,3,,ABRHS,815000,810000,825000,1863,Indian Village,11/18/24,11/18/24
73308326,10/31/24,,765 Grove Street,3,,Framingham HS,920000,879900,879900,2396,,11/4/24,11/4/24
73308324,10/31/24,,113 Belnel Rd,3,,,520000,515000,515000,1008,,11/20/24,11/6/24
73308323,10/31/24,,50 Collier Road,3,,SHS,1600000,1495000,1495000,2010,,11/13/24,11/6/24
73308321,10/31/24,,5 Conger Rd,4,,doherty,380000,389900,389900,900,,11/30/24,11/16/24
73308320,10/31/24,,34 West Shore Drive,3,,,750000,699900,699900,2439,Far Hills Association,11/17/24,11/3/24
73308319,10/31/24,,4 Patti Road,4,,BHS,1460000,1299999,1299999,2900,,11/14/24,11/5/24
73308315,10/31/24,2,116-118 Cottage St,14,,,1525000,1550000,1550000,5336,,11/22/24,11/8/24
73308314,10/31/24,,426 River Road,4,,A.H.S.,925000,849000,849000,2855,,11/18/24,11/4/24
73308312,10/31/24,,171 Highland St U:104,1,,,208000,224900,229999,734,,1/5/25,1/5/25
73308311,10/31/24,,56 Creighton U:C,3,,,3900000,3950000,3800000,3145,,1/16/25,1/16/25
73308309,10/31/24,,30 Lakeshore Dr,3,,,580000,599000,619900,1978,,12/16/24,12/6/24
73308304,10/31/24,,548 Great Elm Way U:548,3,,AB Reg HS,506000,495000,495000,1620,,11/17/24,11/3/24
73308301,10/31/24,,910 Lakeview Ave,4,,,575000,570000,570000,2721,,11/24/24,11/11/24
73308300,10/31/24,,201 Sunnyside Rd,3,,Norwood,675000,675000,675000,1797,,11/12/24,11/12/24
73308298,10/31/24,2,9 Arnold Way,2,,Gloucester High,878623,899000,925000,2240,,12/5/24,11/14/24
73308296,10/31/24,,81 Bancroft Rd,3,,Melrose High,785000,799900,799900,1272,Upham Park,12/27/24,12/27/24
73308294,10/31/24,3,100 Madison Ave,6,,,1022500,999000,999000,2731,,11/20/24,11/6/24
73308289,10/31/24,,20 Catherine Dr,3,,PVMHS,700000,699900,699900,1440,,12/9/24,11/25/24
73308284,10/31/24,,42 Flint Locke Dr,4,,Duxbury High,1397000,1300000,1300000,4214,,11/6/24,11/1/24
73308282,10/31/24,,26 Hartford St,3,,,370000,399000,399000,1273,,11/9/24,11/9/24
73308281,10/31/24,,241 Davisville Rd,4,,,985000,985000,985000,2175,,11/19/24,11/5/24
73308280,10/31/24,,50 Stratford Ridge U:50,2,,,660000,665000,665000,2157,,11/19/24,11/6/24
73308277,10/31/24,,3625 Main St,4,,,1394000,1399000,1399000,2912,Barnstable Village,11/19/24,11/19/24
73308276,10/31/24,,5 Colliston Road U:7,2,,BPS,490000,479900,479900,790,,11/11/24,11/4/24
73308272,10/31/24,2,265 Center St,8,,,557500,549000,549000,3300,,11/5/24,11/5/24
73308269,10/31/24,,117 Onset,2,,,400000,414000,414000,805,,11/20/24,11/13/24
73308268,10/31/24,,19 Farwell Ave,3,,,705000,699900,739900,1606,,12/10/24,11/27/24
73308267,10/30/24,,181 Littleton Rd U:434,2,,Chelmsford High,435000,429900,429900,1359,,11/6/24,11/6/24
73308266,10/31/24,,14 Old Mill Road,3,,SHS,550000,499000,499000,1646,,11/19/24,11/6/24
73308264,10/31/24,,131 Spring St U:PH,3,,,1575000,1495000,1495000,1705,,11/7/24,11/7/24
73308262,10/31/24,,276 Chapman Street,3,,GHS 8-12,270000,250000,250000,1624,,11/16/24,11/3/24
73308260,10/31/24,,28 Madison Way U:28,2,,,400000,389000,389000,1338,,11/17/24,11/4/24
73308259,10/31/24,,46 Lansdowne St,3,,,1025000,1025000,1025000,1776,,11/20/24,11/6/24
73308258,10/31/24,,71 N Common Rd U:B,2,,,423000,430000,430000,1534,,11/26/24,11/20/24
73308256,10/31/24,,114 Beech Street,2,,,250000,274000,299000,1000,,1/10/25,1/10/25
73308254,10/31/24,,6 Essex Green Ln U:A,2,,PVMH,448500,449000,449000,1047,,11/20/24,11/5/24
73308253,10/31/24,,37 Roxanne Square,2,,North Attleboro,404000,350000,350000,1829,,11/8/24,11/4/24
73308252,10/31/24,,9 Donny Dr,5,,Franklin High,500000,500000,500000,1704,,11/22/24,11/8/24
73308250,10/31/24,,114 East Street,3,,Masconomet,900000,900000,935000,2850,,12/2/24,12/2/24
73308248,10/31/24,,10 Follinsbee Ln U:10,3,,Pentucket,694500,709900,709900,1480,,12/11/24,12/11/24
73308247,10/31/24,,30 Old Washington Street U:5,2,,PHS,560000,564900,579000,1218,,11/12/24,11/8/24
73308244,10/31/24,,7 Assinippi Ave U:010,2,,,441000,438000,438000,981,,11/22/24,11/10/24
73308243,10/31/24,,103 Manthorne Rd,4,,BPS,790000,799000,799000,1706,,11/12/24,11/5/24
73308234,10/31/24,,134 Nellie Rd,3,,,536000,535000,574900,1872,,12/18/24,12/4/24
73308233,10/31/24,,61 Oletree Rd,3,,Pembroke High,739000,739000,739000,2016,,11/11/24,11/1/24
73308232,10/31/24,,426 Main U:3,3,,Waltham High,840000,849900,849900,2166,,11/15/24,11/4/24
73308230,10/31/24,,246 Yew Street,3,,,380000,420000,420000,1742,,12/10/24,12/10/24
73308227,10/31/24,,81 Thorndyke St,3,,,325000,334000,340000,1254,,2/5/25,1/22/25
73308226,10/31/24,,135 Seaport Blvd U:2203,2,,,1975000,1975000,1975000,1044,,11/4/24,11/4/24
73308224,10/31/24,,3 Cherokee Road,3,,ABRHS,825000,775000,775000,2164,Indian Village,11/5/24,11/5/24
73308222,11/4/24,,95 Ridgewood,4,,,325000,349000,339000,2160,,1/20/25,1/6/25
73308219,10/31/24,,176 Norfolk St,3,,,730000,679000,679000,1279,,11/6/24,11/6/24
73308217,10/31/24,,28 Royal St,3,,,285000,279900,279900,1043,,11/13/24,11/7/24
73308215,10/31/24,,79 Flaggler Dr.,3,,,390000,439900,439900,1200,,11/30/24,11/16/24
73308213,10/31/24,,105 Wedgewood Rd,3,,,450000,409900,409900,1282,,11/2/24,11/2/24
73308208,10/31/24,,91 Quincy Rd,3,,Tewksbury Mem,725000,699000,699000,2008,,11/5/24,11/5/24
73308207,10/31/24,,7 Brooks St,2,,,630000,599900,599900,2103,,11/19/24,11/5/24
73308206,10/31/24,,16 Meriam Street,4,,WHS,930000,825000,825000,2835,,11/14/24,11/5/24
73308205,10/31/24,2,113 Faraday St,6,,,875000,799000,799000,2160,,11/5/24,11/5/24
73308204,10/31/24,,300 Lynn Shore Drive U:304,1,,,285000,299000,299000,733,,11/9/24,11/9/24
73308197,10/31/24,,133 Commander Shea Blvd U:502,1,,,330000,319900,319900,644,,11/15/24,11/1/24
73308195,10/31/24,,22 S Lenox St,5,,,705000,699922,699922,3515,,11/18/24,11/5/24
73308193,10/31/24,,15 River Park St,4,,,800000,799999,849900,1524,,1/3/25,12/21/24
73308189,10/31/24,,42 Granite Street,3,,,580325,569900,569900,1393,,11/9/24,11/9/24
73308188,10/30/24,,37 Seacoast Shores Blvd,4,,,492000,489900,489900,942,,12/3/24,11/19/24
73308183,10/31/24,,37 Norris  Street,3,,Lawrence High,580000,529900,529900,1164,,11/4/24,11/4/24
73308182,10/31/24,,32 Shrewsbury Green Drive U:D,1,,,240000,250000,260000,675,,12/2/24,11/18/24
73308181,10/31/24,,522 Plumtree Rd,2,,,260000,265000,280000,1125,,1/6/25,12/31/24
73308173,10/31/24,2,174 McCloskey St,6,,,500000,449900,449900,1846,,11/6/24,11/6/24
73308171,10/31/24,,15 Tyngsboro Rd,5,,Dracut Senior,495000,495000,495000,1998,,12/22/24,12/9/24
73308170,10/31/24,,5 Linda Cir,3,,Shrewsbury,680000,709000,729000,1938,,1/1/25,1/1/25
73308167,10/31/24,,17 Danielle Drive,3,,,771000,739900,739900,2424,,11/4/24,11/4/24
73308166,10/31/24,,144 Holyoke St,3,,,550000,499900,499900,1222,,11/9/24,11/3/24
73308165,10/31/24,,920 Scenic Hwy,3,,,680000,795000,795000,2500,,11/26/24,11/26/24
73308161,11/14/24,,11 Laurelwood Drive U:11,2,,,430000,440000,440000,2194,,12/6/24,11/24/24
73308158,10/31/24,,273 Pleasant St,4,,,625000,599000,599000,1642,,12/4/24,11/22/24
73308155,10/31/24,,56 Nancy Ave,3,,PVMHS,760000,699900,699900,1570,,11/17/24,11/4/24
73308154,10/31/24,,210 Clipper Road,5,,,1985000,2100000,2100000,2973,,2/3/25,2/3/25
73308153,10/31/24,2,25 Naples Ave,4,,,775000,775000,775000,2092,,12/6/24,11/22/24
73308152,10/31/24,,28 Cedar St,4,,Cohasset HS,1625000,1625000,1625000,5367,,11/11/24,11/4/24
73308151,11/6/24,3,5 Falcon St,7,,,1065000,999999,999999,3537,,12/4/24,11/26/24
73308149,10/31/24,,200 COVE WAY U:305,2,,,395000,399900,399900,1062,,11/14/24,11/4/24
73308146,10/31/24,,11 Winterberry Way U:11,3,,,749900,749900,749900,2531,,11/16/24,11/3/24
73308145,10/31/24,,26 Wellington Dr,3,,Pembroke,915000,929000,929000,2282,North Pembroke,11/20/24,11/7/24
73308144,10/31/24,,42 W Baltimore St U:26,2,,,270000,249900,249900,710,,11/19/24,11/6/24
73308143,10/31/24,,9 Wheelock Ave,3,,,415000,429000,429000,1414,,12/4/24,11/15/24
73308142,10/31/24,,45 W Broadway U:204,1,,,257570,257570,257570,750,,11/13/24,11/4/24
73308141,10/31/24,,35 TAUNTON ST.,2,,,480000,479900,479900,1050,,11/7/24,11/7/24
73308140,10/31/24,3,37-39 Middlesex Street,6,,,1000000,1140000,1140000,2355,,11/27/24,11/11/24
73308139,10/31/24,,285 Lowell St,3,,,450000,498500,498500,2230,,11/16/24,11/4/24
73308138,10/31/24,,236 Dennison Dr,3,,,320000,329900,345000,1269,,1/8/25,12/24/24
73308137,10/31/24,,13 Donna Rd,2,,Holbrook Sr,505000,475000,475000,1560,,11/6/24,11/6/24
73308136,10/31/24,,46 Linnea Ave,2,,,360000,349900,349900,964,,11/5/24,11/5/24
73308135,10/31/24,,20 Spring Hill Rd,3,,,1225000,1390000,1390000,1600,,12/7/24,11/26/24
73308134,10/31/24,,161 Flower Ln U:7,2,,,350000,350000,399900,1172,,11/19/24,11/19/24
73308133,10/31/24,,5 Lester Rd,3,,,470000,479900,479900,1458,,12/6/24,12/6/24
73308132,10/31/24,,23 Primrose Ln,4,,,781500,769000,799000,2274,,1/8/25,1/8/25
73308131,10/31/24,,114 Oak Lane U:6,2,,BHS,285000,285000,285000,900,,11/20/24,11/7/24
73308124,10/31/24,,608 Massachusetts Ave,4,,A.B.R.H.S.,826000,824900,824900,2470,West Acton Village,11/23/24,11/23/24
73308123,10/31/24,,2365 Central St,2,,,625000,625000,625000,1475,,11/4/24,11/4/24
73308120,10/30/24,,72 Nashua St,4,,,770000,799000,849000,2329,,1/9/25,12/30/24
73308116,10/30/24,,12 Dascomb Rd.,3,,Andover High,653250,649900,685000,1470,,12/9/24,11/25/24
73308114,10/30/24,3,71 Norton St,6,,,769000,779900,779900,3232,,11/17/24,11/7/24
73308113,10/30/24,,15 Ardent St U:2,4,,,800000,789900,829000,1890,,12/9/24,12/9/24
73308111,11/8/24,,34 Edward Dr U:34,2,,,550000,539800,539800,1807,,12/10/24,12/10/24
73308110,10/30/24,,203 Prospect St,3,,,650000,639900,639900,1972,,11/17/24,11/4/24
73308106,10/30/24,,22 Snow St,4,,,1375000,1285000,1285000,3366,,11/8/24,11/4/24
73308104,10/30/24,,91 Rudder Rd,3,,,585000,599000,649000,1196,,1/27/25,1/27/25
73308102,10/30/24,,98 Cobleigh St,3,,,850000,799000,799000,1683,,11/16/24,11/4/24
73308101,10/30/24,,22 Willow Pond Dr U:22,2,,,435000,459900,460000,2114,,1/31/25,1/26/25
73308100,10/30/24,,5 James Millen Rd,4,,North Reading,1965000,1899000,1899000,4286,MacIntyre Estates,11/17/24,11/4/24
73308099,10/30/24,,137 Nichols Ave U:137,4,,WHS,1115000,1149000,1149000,1950,,12/2/24,11/19/24
73308097,10/30/24,,5 Flynn Street,3,,,731000,650000,650000,1457,,11/11/24,11/4/24
73308096,10/30/24,,328 Park St,3,,,735000,699000,699000,3855,,11/17/24,11/3/24
73308095,10/30/24,,44 Bates Pond Rd,3,,,485000,485000,485000,1315,,11/24/24,11/9/24
73308093,10/30/24,,684 Church St,3,,,440000,399900,399900,1152,,11/18/24,11/4/24
73308091,10/30/24,,131 Manning St U:1,2,,WRHS,315000,315000,315000,1092,,11/8/24,11/8/24
73308090,10/30/24,,6 Holbrook Rd,3,,Wayland High,875000,875000,900000,1884,,11/8/24,11/8/24
73308088,10/30/24,,4 Summit Drive U:4-602,1,,Reading HS,345000,349900,365000,817,,12/5/24,12/5/24
73308087,10/30/24,,151 Bemis Rd,3,,,325000,340000,340000,1904,,11/25/24,11/11/24
73308086,10/30/24,,417 Washington St U:6,2,,Brookline High,805000,769000,769000,1215,,11/4/24,11/4/24
73308084,10/30/24,,28 Longview Ter,3,,,575000,550000,550000,1326,,11/19/24,11/4/24
73308083,10/30/24,,55 Washington Street,4,,MASCO,1450000,1450000,1450000,3803,,11/12/24,11/6/24
73308081,10/30/24,,1005 Treasure Island Rd U:1005,2,,,620000,649900,649900,1874,,1/1/25,12/19/24
73308079,10/30/24,,36 Russell Street U:36,3,,,1650000,1495000,1495000,1838,,11/9/24,11/4/24
73308078,10/30/24,,1112 Greendale Ave,3,,Needham HS,1000000,959000,959000,1739,,11/13/24,11/4/24
73308077,10/30/24,,141 Thissell Ave U:5,2,,,275000,259900,259900,1464,,11/18/24,11/5/24
73308076,10/30/24,,76 Hoitt Rd,4,,BHS,1500000,1475000,1475000,1847,Winn Brook,11/10/24,11/4/24
73308073,10/30/24,,7 Houghton St.,5,,,625000,604900,604900,2034,,11/21/24,11/16/24
73308072,10/30/24,,69 Lowell St,4,,GDRHS,675000,675000,675000,2292,,11/22/24,11/9/24
73308071,10/30/24,,32 Simond Hill Rd,3,,Quabbin 9-12,525000,525000,525000,1976,,11/11/24,11/11/24
73308070,10/30/24,,129 Canton St,3,,SHS,550000,525000,525000,1274,,11/4/24,11/4/24
73308069,10/30/24,,6 Tara Dr U:5,2,,,260100,259900,259900,947,,11/27/24,11/12/24
73308068,10/30/24,,12 Lilly Street,3,,,857000,749000,749000,1679,,11/8/24,11/4/24
73308063,10/30/24,,19 Rock Ln,3,,,650000,649900,749900,1266,,12/1/24,11/16/24
73308062,10/30/24,,28 Revere St,3,,,575000,590000,615000,2088,,12/10/24,12/10/24
73308061,10/31/24,,2 Jabez Way,3,,,870000,875000,875000,1566,,11/3/24,11/3/24
73308058,10/30/24,,595 Lisa Ln,4,,FHS,775000,735000,735000,2304,,11/14/24,11/4/24
73308057,10/30/24,,7 Pamela Ln U:7,3,,Amesbury High,420000,399900,399900,1228,,11/6/24,11/6/24
73308056,10/30/24,,11 Mechanic St,3,,ORRHS,520000,599000,599000,1215,Village,11/25/24,11/25/24
73308054,10/30/24,,11 Summit,3,,SHS,920000,899000,899000,1939,,11/1/24,11/1/24
73308052,10/30/24,,46 Bonney Street,2,,,443000,450000,450000,908,Oldham Pond,11/18/24,11/5/24
73308051,10/30/24,2,17 Whittier St,7,,,745000,699900,699900,2612,,11/12/24,11/5/24
73308050,10/30/24,,52 County Rd U:11,2,,ORRHS,600000,610000,610000,1743,,11/17/24,11/3/24
73308047,10/30/24,,49 Spruce Street,4,,Framingham HS,657000,639900,639900,1612,,11/5/24,11/5/24
73308046,10/30/24,,38 Mayall Rd,3,,Waltham,1100000,1034900,1034900,1938,WARRENDALE,11/21/24,11/7/24
73308045,10/30/24,1,11-13 Cheshire Road,4,,,652900,652900,652900,1728,,11/20/24,11/20/24
73308043,10/30/24,,137 Horseshoe Drive U:137,1,,,190000,187000,187000,884,,11/19/24,11/6/24
73308041,10/30/24,,1 Robbins Road,2,,FHS,700000,675000,675000,1764,,12/10/24,11/27/24
73308038,10/30/24,4,29 Princeton Street,3,,,875000,899000,899000,1920,,11/27/24,11/18/24
73308037,10/30/24,,60 W Union St,3,,Ashland HS,515000,509000,530000,1568,,12/13/24,11/27/24
73308036,10/30/24,,40B Beverly Drive U:B,3,,GHS,668000,659900,659900,1831,,11/14/24,11/1/24
73308035,10/30/24,,117 Kenney Lane,4,,CCHS,1331000,1299000,1395000,2558,,1/1/25,12/17/24
73308034,10/30/24,,5 Early Red Cir,3,,Sandwich MHS,720000,749900,775000,2000,,12/7/24,12/7/24
73308033,10/30/24,,2 Bungalow Ave,3,,MHS,565000,579900,579900,1248,,12/3/24,11/20/24
73308032,10/30/24,,226 Farrwood Dr U:226,2,,,395000,365000,365000,1605,,11/6/24,11/6/24
73308031,10/30/24,,40 Beverly Drive U:A,3,,GHS,670000,669900,659900,1831,,12/14/24,12/14/24
73308030,10/30/24,,5 Temple Pl U:11,3,,Andover High,632000,609900,609900,1920,,11/18/24,11/5/24
73308029,10/30/24,2,58 Whitcomb st,6,,,450000,420000,420000,2608,,11/20/24,11/5/24
73308028,10/31/24,,74 East Street,2,,Masco,600000,544900,544900,1000,,11/25/24,11/10/24
73308027,10/30/24,,205 Bolton St,4,,Assabet,520000,519000,519000,1828,,11/5/24,11/5/24
73308026,10/30/24,,42 Ruby Ct,3,,,555000,549900,549000,1428,,11/19/24,11/4/24
73308024,10/30/24,,94 Charon Ter,3,,So Hadley High,356700,349900,349900,1310,,12/3/24,11/19/24
73308023,10/30/24,,225 Ashcroft Rd,3,,,1051000,939000,939000,2179,,11/8/24,11/8/24
73308022,10/30/24,,130 John St U:349,2,,,426250,439000,449000,1217,,1/14/25,1/3/25
73308019,10/30/24,,312 Lynnfield St,2,,,520000,525000,525000,986,,12/3/24,11/15/24
73308018,10/30/24,,29 Dorothy Drive,3,,PSHS,520000,499000,499000,1601,,11/12/24,11/6/24
73308017,11/5/24,2,1-3 Stadium Rd,5,,,1058000,899900,899900,2361,,11/12/24,11/12/24
73308015,10/30/24,,73 Clearwater Rd,4,,Newton South,1015000,895000,895000,1689,,11/13/24,11/6/24
73308014,10/30/24,,168 Ayer Rd U:F3,2,,,270000,280000,280000,1256,,11/8/24,11/8/24
73308010,10/30/24,,231 Everett Street U:2,2,,,875000,875000,875000,1195,,10/30/24,10/30/24
73308009,10/30/24,,6 Shady Ave,3,,,360000,350000,350000,1496,,11/19/24,11/5/24
73308005,10/30/24,,73 Falcon Street U:3,2,,,808000,800000,800000,1198,,10/30/24,10/30/24
73308003,10/30/24,,108 Town Farm Rd,3,,,605000,583000,583000,2218,,11/20/24,11/5/24
73308002,10/30/24,,3 Summer St,3,,Wakefield High,780000,769000,799900,1883,,11/23/24,11/23/24
73308001,10/30/24,,1738 West st,4,,Stoughton Sr,712000,725000,725000,2963,,12/2/24,12/2/24
73307999,10/30/24,,6 Chatham Ln,4,,,1661800,1699999,1699999,3261,,11/23/24,11/7/24
73307998,10/30/24,,38 Roseanna Park Drive,4,,WHS,1735000,1675000,1675000,4453,Pigeon Hill / Forest Street / Bentley,11/9/24,11/4/24
73307996,10/30/24,,26 Carpenter Ave,2,,Burncoat High,380000,349000,349000,1138,,11/15/24,11/4/24
73307994,10/30/24,3,146 Middlesex Street,9,,,760000,749900,749900,3486,,11/8/24,11/6/24
73307991,10/30/24,,92 Howland Rd,3,,,699900,699900,699900,2108,,1/24/25,1/10/25
73307990,10/30/24,3,373 Adams St,7,,,1100000,1499000,1499000,3899,,1/7/25,12/24/24
73307989,10/30/24,,39 Catherine Street,2,,Taconic,240000,229900,229900,800,,12/5/24,12/5/24
73307988,10/30/24,,63 Ludlow Street,3,,,395000,378500,378500,2082,,11/12/24,11/12/24
73307985,10/30/24,,35 Bayview Ter U:10,2,,,300000,315000,329900,689,,12/1/24,11/18/24
73307979,10/30/24,,31 Indian Path,5,,,960000,899900,899900,2274,,11/6/24,11/6/24
73307977,10/30/24,,10 Abigail Way U:1005,2,,,680000,684900,684900,1715,,1/1/25,12/17/24
73307976,10/30/24,,1187 Ferry Street,3,,,1495000,1495000,1495000,3200,,11/16/24,11/3/24
73307973,10/30/24,,83 Bittersweet Ln,4,,RHS,699000,699000,749900,2631,,1/17/25,1/14/25
73307968,10/30/24,,171 Helena St,4,,Leominster High,580000,584999,584999,2318,,11/24/24,11/8/24
73307967,10/30/24,,30 Concord Rd,3,,Westford Academ,623500,639900,675000,1570,,12/3/24,11/20/24
73307966,10/30/24,,11 Judy Ann Dr,3,,,575000,599000,599000,1296,,11/25/24,11/25/24
73307958,10/30/24,2,28 Spruce Street,4,,,330000,299900,299900,1646,,11/21/24,11/5/24
73307957,10/30/24,,23 Wilmington Rd,2,,BHS,590000,650000,650000,1352,,11/13/24,11/1/24
73307956,10/30/24,,816 Franklin St,4,,Whitman Hanson,735000,749900,779000,2300,,12/24/24,12/10/24
73307952,10/30/24,,874 E 6th Street U:PH5,2,,,1875000,1950000,1950000,1622,,12/12/24,12/3/24
73307950,10/30/24,3,19 Rogers Ave,4,,,239000,239000,239000,2026,,12/6/24,12/6/24
73307948,10/30/24,,134 Will Thompson Way,3,,,515000,515000,549000,1768,,1/26/25,1/15/25
73307945,10/30/24,,17 Colby Dr,3,,Middleboro/BP,590000,545000,545000,1600,,11/20/24,11/3/24
73307943,10/30/24,,34 Westernview Cir,3,,,418000,419000,419000,1846,,11/15/24,11/15/24
73307942,10/30/24,,12 Oakland Ave,4,,Needham High,1900000,1875000,1875000,2879,Needham Center,11/13/24,11/4/24
